gid,nom,com_nom
685,"Centre de vaccination ""grand public"" CHARTREXPO – Chartres",Chartres
964,Centre de vaccination public - Salle des fêtes de Buzançais,Buzançais
683,Centre de Vaccination Aubigny - Salle polyvalente - Les terrasses de la Nère,Aubigny-sur-Nère
1121,"Bâtiment communal ""La grange"" / CPTS Boischaut sud",Neuvy-Saint-Sépulchre
1323,Maison Médicale Vatan,Vatan
1324,Centre de vaccination - Salle des fêtes de Levroux,Levroux
705,Centre médical du SDIS - Neuillé-Pont-Pierre,Neuillé-Pont-Pierre
1248,Centre de vaccination - Dojo,Saint-Georges-sur-Cher
1249,Centre de vaccination de Contres,Le Controis-en-Sologne
1252,Centre de vaccination Institut Médical de Sologne,Lamotte-Beuvron
24,CH Calvi Balagne,Calvi
129,CMA Porto Vecchio,Porto-Vecchio
36,CH Sartène,Sartène
2095,MSP relai Neuvy sur Barangeon,Neuvy-sur-Barangeon
47,CH Ajaccio (Centre de vaccination les Salines),Ajaccio
2639,CV éphémère Dampierre en Burly,Dampierre-en-Burly
1074,Centre Moriani (Plaine orientale Nord),San-Nicolao
569,Site de Coutances,Coutances
170,CHP Saint Martin ,Caen
522,Salle Michaux Parc expo,L'Aigle
1077,Plaine orientale Sud,"Mignataja, ventiseri"
21,CH Bastia,Bastia
92,CH EU,Eu
1025,Salle L'Escale - Port Saint Jérome,Port-Jérôme-sur-Seine
509,Centre de vaccination de Honfleur - site Equemauville,Équemauville
2337,Centre éphémère annexe CH Verneuil ,Verneuil d'Avre et d'Iton
49,Centre de vaccination du CH COGNAC,Châteaubernard
53,CH CONFOLENS,Confolens
160,Centre de Vaccination du CH de Saint Sever,Saint-Sever
1610,Pôle de Santé de l'Envigne,Scorbé-Clairvaux
1031,Centre de vaccination Covid-19 du territoire elbeuvien,Caudebec-lès-Elbeuf
73,CH ROCHEFORT(réservé aux professionnels de santé),Rochefort
111,CH USSEL,Ussel
62,CENTRE CLINICAL DE SOYAUX,Soyaux
156,Centre de vaccination du CH de Dax - site du LANOT,Dax
413,CH NORD DEUX-SEVRES site de Faye-L'Abbesse,Faye-l'Abbesse
220,POLYCLINIQUE - SITE CHENIEUX ,Limoges
415,CH MAULEON,Mauléon
394,ESPACE EXPO MARMANDE (CHIC MARMANDE),Marmande
217,CH SAINT JUNIEN,Saint-Junien
63,Centre de vaccination des Soignants professionnels de ville - CH Saintonge,Saintes
391,POLE DE SANTE DU VILLENEUVOIS,Villeneuve-sur-Lot
908,CENTRE SAINT MARTIN DE Ré,Saint-Martin-de-Ré
916,CENTRE HOSPITALIER ROYAN,Vaux-sur-Mer
877,CENTRE MARENNES,Marennes-Hiers-Brouage
758,Ecole Baticoop,Tulle
917,CENTRE PONT L'ABBE D'ARNOULT,Pont-l'Abbé-d'Arnoult
741,CH BOURGANEUF,Bourganeuf
188,CH NIORT,Niort
804,Centre de vaccination - CH de Nontron,SAINT-MARTIAL-DE-VALETTE
557,HOPITAL INTERCOMMUNAL MONTS ET BARRAGES - ST LEONARD DE NOBLAT,Saint-Léonard-de-Noblat
814,CH Bort les Orgues,Bort-les-Orgues
946,Centre de vaccination d'Aigre,Aigre
931,CENTRE VACCINATION SURGERES,Surgères
982,Espace d'Albret Nérac ,Nérac
1325,Centre de vaccination Covid-19 de la Côte Sud des Landes,Capbreton
1054,Centre de Vaccination de Mimizan,Mimizan
928,CENTRE PONS ,Pons
995,Centre départemental de vaccination - Bordeaux,Bordeaux
1060,CLINIQUE DE CHATELLERAULT,Châtellerault
1338,CLINIQUE SAINT-AUGUSTIN,Bordeaux
1299,CENTRE DE VACCINATION de LABRIT,Labrit
1298,Centre de Vaccination - MAISON DE SANTE AMOU,Amou
1301,centre de vaccination de Biscarrosse ,Biscarrosse
1134,Centre de vaccination - Beynat,Beynat
1386,POLYCLINIQUE - SITE EMAILLEURS COLOMBIER,Limoges
1609,MSP Neuville de Poitou,Neuville-de-Poitou
1161,Centre de vaccination de La Couronne,La Couronne
1208,Centre de vaccination - CHU POITIERS - Site de LOUDUN,Loudun
1726,centre de vaccination Nieul sur Mer ,Nieul-sur-Mer
2314,Centre de vaccination de la Myre Mory - Villeneuve-sur-Lot,Villeneuve-sur-Lot
1742,Centre de vaccination au centre des congrès d'Agen,Agen
1567,Centre de vaccination du pays foyen,Sainte-Foy-la-Grande
83,Site gériatrique de l'Ayguerote CH de Bigorre,Tarbes
335,CH Castelnaudary - Jean Pierre Cassabel,Castelnaudary
343,MONTPELLIER Maison médicale de garde,Montpellier
1613,Pôle de santé Madeleine Brès,Vouneuil-sur-Vienne
215,CHU Nîmes,Nîmes
366,MSP Font Romeu,Font-Romeu-Odeillo-Via
405,Centre de vaccination de Céret ,Céret
348,VAILHAUQUES Service de Santé SDIS 34,Vailhauquès
374,CH Nègrepelisse ,Nègrepelisse
355,CH Jean Coulon - Gourdon,Gourdon
531,Sète Centre de vaccination ,Sète
988,BEDARIEUX Clinique 3 Vallées,Bédarieux
584,Barcelonnette - Médiathèque,Barcelonnette
517,Centre Hospitalier République - CTPS PAYS DE LUNEL,Lunel
388,LODEVE Centre vaccination ,Lodève
490,Centre de vaccination COVID MMG Lezignan,Lézignan-Corbières
559,Centre de vaccination - Clinique St Louis de Ganges,Ganges
563,MSP des Halles ,Beaumont-de-Lomagne
699,centre de vaccination de Caussade,Caussade
746,Centre de vaccination St Clément – Clinique du Pic St loup ,Saint-Clément-de-Rivière
666,ST JEAN DE VEDAS Clinique St Jean,Saint-Jean-de-Védas
603,BEZIERS Centre de vaccination (Palais des Congrès),Béziers
197,CH de Carpentras,Carpentras
2719,Service de Santé au Travail GEST 05 GAP (réservé au public prioritaire),Gap
1231,Centre de vaccination Terre de Camargue,Aigues-Mortes
1203,Salle polyvalente L'ISLE-JOURDAIN,L'Isle-Jourdain
631,SOS Médecin Paris 17e,Paris
1127,MSP Vayrac,Vayrac
1053,MSP MARVEJOLS,Marvejols
1036,ST PONS DE THOMIERES CASERNE DES SAPEURS POMPIERS,Saint-Pons-de-Thomières
1039,OLONZAC CASERNE DES SAPEURS POMPIERS,Olonzac
1028,CHI ESPALION,Espalion
1432,Centre de vaccination Pyrénées Audoises,Quillan
1279,Centre de vaccination - Montcuq,Montcuq-en-Quercy-Blanc
1169,MSP de La CANOURGUE,La Canourgue
1257,Centre de vaccination St Martin de Londres,Saint-Martin-de-Londres
1240,Centre de vaccination Vauvert - Petite Camargue,Vauvert
1167,centre de vaccination Valence d'Agen,Valence
632,Centre de vaccination - institut de formation en ergothérapie,Nevers
1343,Centre Vaccination Le Vigan,Le Vigan
716,Centre de Vaccination - REZE - Confluent,Nantes
1246,Centre de Vaccination - LE MANS – Centre hospitalier – Centre Covid Vaccination,Le Mans
762,Centre de vaccination COVID - LA ROCHE SUR YON - Petite salle des fêtes du Bourg-sous-la Roche,La Roche-sur-Yon
1241,Centre de Vaccination - VILLAINES LA JUHEL - Salle Omnisports,Villaines-la-Juhel
1245,Centre de Vaccination - CRAON - Centre Hospitalier Sud Ouest Mayennais ,Craon
1182,Centre de Vaccination - LA FLECHE - Salle Printania,La Flèche
711,Centre de vaccination - LAVAL - Salle polyvalente ,Laval
1132,Centre de vaccination - SILLE LE GUILLAUME - Centre Maurice Termeau ,Sillé-le-Guillaume
447,Maison de la Culture et des Association,Pertuis
75,Centre de vaccination de la ville de Nice,Nice
102,Gare Maritime,Cannes
71,Centre de vaccination de GAP - ALP’ARENA,Gap
409,APHM Hôpital Sainte Marguerite,Marseille
124,CH de la Dracénie Draguignan,Draguignan
264,Hopital de Breil / MSP de la Roya,Breil-sur-Roya
438,Maison médicale de Garde de la Timone,Marseille
566,Centre de vaccination de la CPTS du Pays d’Arles - Salle des fêtes,Arles
813,Salle du Grès,Martigues
456,Conseil départemental centre de PMI,Marseille
466,CPTS SANTE LUB / LAURIS,Lauris
868,CPTS Tinée Vésubie -  site MSP de la Haute Tinée,Saint-Étienne-de-Tinée
869,CPTS Tinée Vésubie - Site MSP de Roquebillière,Roquebillière
871,CPTS Tinée Vésubie - Site MSP Valdeblore,Valdeblore
458,Polyclinique Saint Jean,Cagnes-sur-Mer
578,Centre Aix en Provence,Aix-en-Provence
460,Hôpital Clairval - Centre de soins urgents,Marseille
594,Ancienne Trésorerie - Castellane,Castellane
924,Antenne de vaccination CCAS de la Trinité,La Trinité
919,Centre de Vaccination COVID d’Aubagne / Espace du Bras d'Or ,Aubagne
527,MSP - SORGUES - ,Sorgues
525,Centre Hospitalier APT,Apt
941,Centre Menton Plus Sablettes,Menton
981,Hôpital Nord,Marseille
891,Centre de vaccination de Valréas,Valréas
952,Centre Hospitalier d'Orange,Orange
1029,Centre de vaccination CPTS VAL DURANCE,Sénas
1041,Centre de vaccination de Vence,Vence
958,CPTS Valbonne - Salle de la Chênaie,Valbonne
1278,Centre vaccination La Garde,La Garde
1051,Centre de vaccination Gardanne,Gardanne
1425,Foyer Romano - Foyer des jeunes AUPS,Aups
1516,CPTS Grand Avignon- Espace Robert Dion- Morières,Morières-lès-Avignon
1133,Centre de vaccination d'Istres - Complexe sportif Le Podium,Istres
1235,Centre de vaccination Palais des Congrès de Grasse,Grasse
1401,Piscine Joël Batbedat,Le Luc
1026,"Complexe sportif des Marres, SISTERON",Sisteron
2390,Centre municipal de vaccination - Entraigues,Entraigues-sur-la-Sorgue
2170,Centre de vaccination de Châteaurenard,Châteaurenard
239,Centre de vaccination - CH Hirson,Hirson
1955,Centre de vaccination - CH SOMAIN,Somain
2081,Centre Vaccination Arenc,Marseille
2589,Centre Vaccination Foire Exposition de Brignoles,Brignoles
2138,Centre de vaccination Durance Sud Meyrargues,Meyrargues
2171,Centre de vaccination de l'Hôpital d'Instruction des Armées Laveran,Marseille
1097,Centre de vaccination - Communauté de commune VIMEU Baie de la somme,Woincourt
1148,Centre de vaccination - MSP CREIL,Creil
993,"Centre de vaccination : Maison Médicale de Corbie, Salle municipale de l'enclos",Corbie
320,Centre de vaccination - HPL CMCO Cote d'Opale,Saint-Martin-Boulogne
1956,"Centre de vaccination - communauté urbaine d'Arras, salle Pierre Rapeneau",Arras
250,MSP Paul BOULANGER,Lille
1044,Centre de vaccination - centre de Ville de Lille (Fives),Lille
396,"Centre de vaccination - CHRSO et CPTS Audomaroise, Salle des sports du pavillon 3 – CH St Omer",Helfaut
1116,"Centre de vaccination - Centre Hospitalier de l'Arrondissement de Montreuil, COSEC 2",Écuires
329,Centre de vaccination - Clinique Saint Omer,Blendecques
376,Centre de vaccination - CH Chaumont en Vexin ,Chaumont-en-Vexin
1049,Centre de vaccination - CPTS de la Marque,Wasquehal
375,Centre de vaccination - Institut Médical Rééducation et réadaptation - Breteuil - LNA Santé,Breteuil
350,Centre de vaccination - CH LENS,Lens
382,Centre de vaccination - Polyclinique SAINT COME,Compiègne
1092,"Centre de vaccination - Clinique Saint-Roch, Salle Rocheville",Neuville-en-Ferrain
352,"Centre de vaccination - MSPP Léonard de Vinci, sur site centre hospitalier Ternois",Gauchin-Verloingt
171,Centre de vaccination - CH PÉRONNE,Péronne
266,Centre de vaccination - HOPITAL PRIVE DE VILLENEUVE D'ASCQ,Villeneuve-d'Ascq
295,Centre de vaccination - CH de beauvais -( bâtiment AZUR pour les adultes et urgences pédiatriques pour les enfants ),Beauvais
1033,Centre de vaccination - Centre de ville de Lille,Lille
1151,"Centre de vaccination - MSP de Formerie , salle des fetes",Formerie
1108,"Centre de vaccination - CPTS Artois-Lys, centre socioculturel Jean de la Fontaine, Lestrem",Lestrem
1106,"Centre de vaccination - CH Carvin, Salle Le Patio",Carvin
1153,"Centre de vaccination - Ville de CREPY-En-Valois, EHPAD HOPITAL LOCAL CRÉPY-EN-VALOIS",Crépy-en-Valois
231,Centre de vaccination - CH Soissons ,Soissons
1107,Centre de vaccination - CPTS Artois Lys Laventie,Laventie
1709,Centre de vaccination - Centre Hospitalier de Boulogne-sur-Mer,Boulogne-sur-Mer
379,Centre de vaccination - CH CREIL GHPSO ,Creil
1146,Centre de vaccination - Ville de  Nogent-sur-Oise,Nogent-sur-Oise
223,Centre de vaccination- Maison de Santé Pluriprofessionnelle Champagne Picardie Guise,Guise
848,Centre de vaccination - CPTS du Grand Douai- salle d'Anchin Douai,Douai
1095,Centre de vaccination - Clinique du Cambresis,Cambrai
400,Centre de vaccination - CH Saint-Amand,Saint-Amand-les-Eaux
1145,Centre de vaccination - MSP de Saint Erme,Saint-Erme-Outre-et-Ramecourt
1144,Centre de vaccination - MSP de Vervins,Vervins
287,Centre de vaccination - POLYCLINIQUE DU PARC,Saint-Saulve
1193,"Centre de vaccination - CH Avesnes, Salle du Bastion",Avesnes-sur-Helpe
1105,Centre de vaccination - MSP de la faïencerie,Sinceny
1194,"Centre de vaccination - CH Cambrai, Maison Médicale de garde",Cambrai
1131,"Centre de vaccination - MSP LE NOUVION EN THIERACHE LES HIRONDELLES, Salle des fêtes",Bergues-sur-Sambre
2176,"Centre de vaccination - Ville de Marck, Complexe Hubert-Seban ",Marck
849,Centre de vaccination - CPTS du Grand Douai - salle du Chaudron Férin,Férin
1200,"Centre de vaccination - CH La Bassée, espace Carnot",La Bassée
290,"Centre de vaccination - CH LE QUESNOY, Salle de sport",Le Quesnoy
1117,Centre de vaccination - CH DOULLENS (Salle Eugène Andrieu  - « Chez Florimond »),Doullens
852,"Centre de vaccination - CPTS Pévèle du Douaisis, Salle la Grange",Orchies
2387,Centre de vaccination - Consultations externes de MERU,Méru
1091,"Centre de vaccination - CH Roubaix, Belfort",Roubaix
1437,Centre de vaccination - MSP DE VILLERS COTTERETS,Villers-Cotterêts
1088,Centre de vaccination - CH Seclin (SALLE ROSENBERG),Seclin
2326,Centre de vaccination - ANPS Ville Tergnier,Tergnier
1104,"Centre de vaccination - Centre SDIS Lumbres, Salle Leio Lagrang",Lumbres
1103,"Centre de vaccination - Centre SDIS Desvres, Ancienne maison intercommunale des services, Rue Claude et rue de la gare",Desvres
2183,"Centre de vaccination -  commune de Pont-à-Marcq, Salle polyvalente",Pont-à-Marcq
1675,"Centre de vaccination - Mairie de Creil, Salle Voltaire",Creil
2002,"Centre de vaccination - Commune de Condé-sur-l'Escaut, MSP",Condé-sur-l'Escaut
1669,Centre de vaccination - Ville de Chantilly,Chantilly
1673,Centre de vaccination - CPTS du pays de Bray,Saint-Aubin-en-Bray
1652,Centre de vaccination -Maison médicale d'Ambroise Paré,La Capelle
317,Centre de vaccination - CH de Bapaume ,Bapaume
1984,Centre de vaccination - Maison de santé Aulnoye Aymeries,Aulnoye-Aymeries
1985,Centre de vaccination - Maison médicale de Bavay,Bavay
1969,"Centre de vaccination - Commune Ardres, salle en étoile ",Ardres
1970,"Centre de vaccination - Mairie HESDIN, Maison des Jeunes et de la Culture",Marconne
1948,"Centre de vaccination - Ville AIRE SUR LA LYS, RESIDENCE DE LA LYS",Aire-sur-la-Lys
1096,Centre de vaccination - CH ALBERT ,Albert
2182,"Centre de vaccination - Commune de Bertry, Salle des fêtes",Bertry
1959,"Centre de vaccination - Commune MARQUISE, Salle Capoolco (à côté des bureaux de la CCT2C)",Marquise
2336,"Centre de vaccination - Commune de Proville, salle SAINT-EXUPÉRY",Proville
791,Gif-sur-Yvette CVA,Gif-sur-Yvette
1045,Centre de vaccination - CHSA Maubeuge,Maubeuge
1973,"Centre de vaccination - Commune BARALLE, Salle des fêtes Henri Guéant",Baralle
2076,"Centre de vaccination - Ville de Vitry-en-Artois, salle polyvalente",Vitry-en-Artois
265,Centre de vaccination - CH Douai,Dechy
2131,"Centre de vaccination - Ville de OISEMON, salle des associations",Oisemont
2181,"Centre de vaccination - Commune de  Villers-Outréaux, Salle des fêtes",Villers-Outréaux
1949,"Centre de vaccination - Commune CHAULNES, Centre socioculturel ",Chaulnes
2382,"Centre de vaccination - Ville de Château-Thierry, Palais des Sports",Château-Thierry
1723,Centre de vaccination mobile - Conseil départemental de l'Oise ,Beauvais
2871,Equipe mobile Grenade,Grenade-sur-l'Adour
1654,"Centre de vaccination - Ville de Bourbourg, Espace Pierre de Coubertin ",Bourbourg
2334,"Centre de vaccination - Commune de Iwuy, Salle de fêtes",Iwuy
1952,"Centre de vaccination - commune VIMY,Espace Santé Simone Veil",Vimy
1971,"Centre de vaccination - Commune AUCHEL, SALLE Mandela",Auchel
278,Centre de vaccination CASH de Nanterre,Nanterre
506,CENTRE DE VACCINATION BERTHEAU,Paris
2606,"Centre de vaccination - Commune de Noeux-les-Mines, Complexe du COSEC",Nœux-les-Mines
624,Centre médical de l'Institut Pasteur,Paris
2434,Centre de vaccination - Sapeurs Pompiers de la Somme - Equipe mobile,Amiens
2169,Centre de vaccination - Gaillant Expo à Douai ,Douai
2508,"Centre de vaccination - CH de Tourcoing, Ville de Hem, Le ZYPHIR",Hem
293,CHSE ETAMPES,Étampes
2339,"Centre de vaccination - Commune de Soissons, Centre de secours principal",Soissons
629,Centre de gérontologie Henry Dunant / Croix Rouge,Paris
2507,"Centre de vaccination - CH de Tourcoing, Ville de Wattrelos, salle Pierre Brossolette",Wattrelos
516,CENTRE DE VACCINATION TAVERNY,Taverny
585,Mairie du Ve,Paris
606,Mairie du 11e + annexes,Paris
1016,Centre municipal de santé - Arcueil,Arcueil
641,Centre de vaccination Paris 20e,Paris
1120,Milly-la-Forêt CVA,Milly-la-Forêt
783,Montgeron CVA,Montgeron
2766,Centre vaccination Oletta,Oletta
780,Brunoy CVA,Brunoy
1372,Mairie du 6e,Paris
2557,Centre de vaccination Roye - MSP,Roye
1171,Centre de vaccination de Fort-de-France,Fort-de-France
724,Centre de vaccination du CH de Capesterre Belle Eau,Capesterre-Belle-Eau
1101,Centre de vaccination - CHIMR Roye (MSP),Roye
605,Centre de vaccination- Les Champs Blancs,Joigny
576,Centre de vaccination Cherbourg-en-Cotentin : Salles des fêtes - place centrale,Cherbourg-en-Cotentin
1410,Centre de Vaccination du CH SUD GIRONDE - Site de LA REOLE,La Réole
524,Centre de vaccination du CH de Sens,Sens
764,MSP BOUSSAC,Boussac
166,"Centre de vaccination de Bar sur Seine, MSP",Bar-sur-Seine
164,CHIVA,Saint-Jean-de-Verges
601,Ancienne ComCom Vosges du Sud - Giromagny,Giromagny
1348,Centre de vaccination - Clinique des Côtes du Rhône,Roussillon
402,CH de Thuir,Thuir
515,centre de vaccination MSP Moissac,Moissac
650,Centre de vaccination du Centre Hospitalier de Brioude,Brioude
17,CHU DE CAEN NORMANDIE,Caen
3231,Département de la Seine-Maritime – CMS Yvetot,Yvetot
2579,"Centre de vaccination - SDIS de la Somme, Ancienne cité administrative",Amiens
1114,Centre de vaccination de Saint-Avold - SOS Santé,Saint-Avold
884,CENTRE MARANS,Marans
2253,Centre de vaccination SDIS de Chauvigny,Chauvigny
2771,Centre social Colucci,Montélimar
2693,Université Evry,Évry-Courcouronnes
213,CH ST YRIEIX,Saint-Yrieix-la-Perche
378,Centre de vaccination - CHI Clermont,Breuil-le-Sec
1759,Centre de vaccination - Maison de Santé Pluriprofessionnelle de Fruges,Fruges
3087,Relai ambulatoire de vaccination,Villerest
864,"Salle RECROIX, Le Cannet",Le Cannet
229,Centre de vaccination - CH LAON,Laon
985,centre de Chatelaillon,Châtelaillon-Plage
144,Centre de vaccination de Sancoins - MSP en Berry,Sancoins
443,SOS Médecins LE PONTET,Le Pontet
2172,Centre de vaccination de Fos-Sur-Mer,Fos-sur-Mer
2791,Centre vaccination Avenue 83,La Valette-du-Var
2790,Centre de vaccination éphémère itinérant ARS971 : Capesterre-Belle-Eau,Capesterre-Belle-Eau
395,BRAZEY-EN-PLAINE Salle polyvalente Georges Balme,Brazey-en-Plaine
970,"Centre de vaccination - Centre SDIS Avesnes Le Comte, Salle Jacques Nirdol",Avesnes-le-Comte
2465,Gymnase Cabot,Châlons-en-Champagne
3032,Relai ambulatoire vaccination -MSP Charlieu,Charlieu
1251,"Centre de vaccination - Ville de Compiègne, Site de l'ancien Intermarché",Compiègne
2775,Centre Vaccination BARBENTANE - Salle communale,Barbentane
2785,Evry CVA Ilan,Évry-Courcouronnes
337,Centre de Vaccination Millau,Millau
2335,"Centre de vaccination - Commune de Solesmes, centre médical",Solesmes
2761,Centre de Vaccination éphémère de Mary-sur-Marne CC Pays de l'Ourcq ,Mary-sur-Marne
2811,Barnum FFSS 92,Bourg-la-Reine
696,Centre de vaccination de l'Hôpital de Thizy,Thizy-les-Bourgs
953,Site Lucine,Audincourt
538,CHATILLON-SUR-SEINE Salle Luc Schreder,Châtillon-sur-Seine
687,Salle Pierre Mendès France – Nogent-le-Rotrou,Nogent-le-Rotrou
689,Centre de vaccination grand public - Espace Paul Bert,Dreux
1233,Centre Intercommunal de vaccination Covid 19 - Le Forum - Les Angles / SIDSCAVAR,Les Angles
835,Espace La Villette,Hyères
2021,Salle Jean Lurçat Jarny,Jarny
2889,Centre de vaccination - Clinique des Jockeys,Gouvieux
698,CV Joué-les-Tours,Joué-lès-Tours
2946,Centre de vaccination - Maison communale d'animation,Wormhout
2949,Vaccibus Action Mission locale Nord Sarthe,Mamers
1172,Arpajon CVA,Arpajon
2950,Centre de vaccination Paul Boulanger,Lille
2070,"Centre de vaccination -Communauté d'Agglomération du Beauvaisis, Centre commercial Jeu de Paume",Beauvais
1706,"Centre de vaccination - Ville de BETHUNE, Foyer Francois Albert",Béthune
344,MONTPELLIER CVP Bouisson Bertrand,Montpellier
3038,Relais ambulatoire vaccination-MSP Savigneux ,Savigneux
1042,Centre de vaccination de Puget Théniers,Puget-Théniers
152,Clinique du Cap d'Or,La Seyne-sur-Mer
983,Hôpital Conception,Marseille
1024,MSP de Roquestéron,Roquestéron
18,Centre de vaccination - Centre des congrès de Vierzon,Vierzon
2517,centre de vaccination de Grand charmont,Grand-Charmont
2083,Salle des fêtes - Chateauneuf en Thymerais centre éphémère,Châteauneuf-en-Thymerais
462,Centre de vaccination de Belfort ,Danjoutin
461,Montbéliard,Montbéliard
1315,Centre de Santé Infirmier - Association Agir pour la Santé à Domicile,Pont-de-Roide-Vermondans
677,Centre de vaccination de Grenoble - Centre départemental de santé,Grenoble
3267,CMS Neufchâtel en Bray,Neufchâtel-en-Bray
730,Maison de santé de la vallée d'Aulps,Saint-Jean-d'Aulps
688,Centre de vaccination de Confluence /Hospices Civils de Lyon,Lyon
3233,Département de la Seine-Maritime – CMS Fécamp,Fécamp
1872,CP - US de Condé sur Sarthe / Centre Pénitentiaire Alençon-Condé-sur-Sarthe,Condé-sur-Sarthe
70,CH FECAMP - HALL DU RDC,Fécamp
3052,Vaccinodrome SDIS 76 – Le Havre 2,Le Havre
1389,"centre de vaccination Yvetot, clinique Hemera",Yvetot
3234,Département de la Seine-Maritime – CMS Maromme,Maromme
2359,VaccinAréna,Rouen
799,Bray et Bresle Centre de vaccination COVID-19,Forges-les-Eaux
3114,Centre de Vaccination de l'étoile,Saint-Martin-d'Hères
218,Centre de vaccination - Hôpital de la Croix Rousse- HCL,Lyon
2878,Centre de vaccination éphémère Sermaises,Sermaises
1168,Centre de vaccination de Rumilly Salle des fêtes municipale,Rumilly
235,CENTRE HOSPITALIER  ANNECY GENEVOIS,Epagny Metz-Tessy
3065,Centre de vaccination - Mairie de Claix,Claix
818,centre de vaccination d' Ambert - Maison de santé pluriprofessionnelle Ambert,Ambert
816,CENTRE HOSPITALIER  DE ROANNE ,Roanne
2660,SDIS,Le Puy-en-Velay
925,QUIMPER - Salle des fêtes Dan Ar Braz,Quimper
2976,Centre de vaccination mobile du département de la Loire,Saint-Étienne
3048,Relai ambulatoire vaccination-MSP Ambierle ,Ambierle
2123,Centre de vaccination COVID Ad Hoc de BEAUFORT,Beaufort
1339,AUTRE ETB,Guéret
694,Centre de vaccination de la clinique Pasteur de Guilherand-Granges,Guilherand-Granges
1013,Centre de vaccination de Privas - POLE MAURICE GOUNON PRIVAS,Privas
1336,Relai ambulatoire - Pôle de Santé de Bourg-St-Andéol,Bourg-Saint-Andéol
2280,Centre de vaccination de l'hôpital du Carbet,Le Carbet
185,Centre de vaccination du CH du Puy en Velay (Emile Roux),Vals-près-le-Puy
2286,Vaccinodrome,Le Lamentin
3171,PMI GUERET,Guéret
228,Centre de vaccination du CHUM,Fort-de-France
115,"CH GUERET, ESPACE CREOLE",Guéret
2972,Centre de vaccination de St Jean le Centenier - Salle polyvalente espace gare,Saint-Jean-le-Centenier
693,Centre de vaccination de Lamastre,Lamastre
3002,Relai ambulatoire - pôle médical Lône santé,Guilherand-Granges
3235,Centre de vaccination pédiatrique Covid-19 - Bugey Sud,Belley
779,Centre de vaccination de Bugey Sud - Salle polyvalente,Brens
2373,Centre de vaccination Covid-19 - Tricastin-Drôme Sud Provence,Saint-Paul-Trois-Châteaux
2944,"Centre de vaccination - Pôles d'Équilibre Territorial et Rural (PETR) de Château-Thierry, parking du CH",Château-Thierry
3182,Centre de vaccination - Office Français de l'immigration et de l'intégration,Lille
421,Ville de Meaux,Meaux
1184,"Centre de vaccination - CPTS Lens La Gohelle,",Lens
2051,"Centre de vaccination - Commune Etaples, Salle de la Pyramide ",Étaples
314,Centre de vaccination - CH Arras,Arras
1110,Centre de vaccination - Ville de Calais (Salle Minck),Calais
272,Centre de vaccination - CH DUNKERQUE,Dunkerque
1674,"centre de vaccination - Mairie de Saint Just en chaussée, L'OPUS",Saint-Just-en-Chaussée
837,"Centre de vaccination - CH Abbeville, Mairie Abbeville ",Abbeville
942,"Centre de vaccination - Centre Hospitalier de Valenciennes et CPTS du Valenciennois 2, Salle JEAN MINEUR",Valenciennes
2187,"Centre de vaccination - Commune de Marle, Salle Simone SIGNORET",Marle
1373,Centre de vaccination - Ville de Saint-Quentin,Saint-Quentin
274,Centre de vaccination - CH Fourmies,Fourmies
2829,Centre de vaccination - Le Nouvion-en-Thiérache MSP,Le Nouvion-en-Thiérache
3254,"Centre de vaccination - CPTS LITTORAL EN NORD, Atrium",Grande-Synthe
2549,Ville de Saint-Cloud,Saint-Cloud
570,Centre vaccination CHALON SUR SAONE - Rue de La Banque,Chalon-sur-Saône
555,Centre vaccination MACON - Salle Le Pavillon,Mâcon
2436,Centre de vaccination - Sapeurs-pompiers de l'Aisne - SDIS 02,Laon
1682,Centre de vaccination - KURSAAL,Dunkerque
1040,Centre de vaccination - Hopital Saint Philibert GHICL ,Lille
2817,Centre de vaccination mobile - Bus vaccinal Aisne ARS DT02,Laon
1093,Centre de vaccination - CH Armentières,Armentières
2646,"Centre de vaccination - commune de Caudry, salle du Val de Riot",Caudry
1199,"Centre de vaccination - CH Denain, centre de santé (Salle Pierre Baudin)",Denain
956,Centre de vaccination : CH Hazebrouck,Hazebrouck
1510,Centre de vaccination - Polyclinique de Grande Synthe,Grande-Synthe
1035,Centre de vaccination - Hopital Saint Vincent GHICL,Lille
2930,Centre de vaccination mobile - Office Privé d'Hygiène Sociale (OPHS),Beauvais
2735,Centre de vaccination mobile - Communauté de communes Somme Sud-Ouest,Poix-de-Picardie
330,"Centre de vaccination - CH Béthune, Service Aire cancer ",Beuvry
1109,"Centre de vaccination - CPTS Lievin Pays d'Artois, Salle Gilbert Régnier",Liévin
1685,Centre de vaccination de Sannois,Sannois
2078,Centre de vaccination municipal d'Argenteuil,Argenteuil
670,Gymnase Nelson Mandela ,Goussainville
512,MAISON DE QUARTIER VALERY WATTEAU,Sarcelles
1280,MSP Souillac,Souillac
3216,Centre de vaccination pédiatrique d'Alfortville,Alfortville
1649,MORLAIX - centre hospitalier,Morlaix
927,DOUARNENEZ - Espace sportif Jules Verne,Douarnenez
901,ST-MALO - Piscine du Naye,Saint-Malo
2108,Centre intercommunal de vaccination - Viarmes,Viarmes
1440,MONTFORT SUR MEU-COSEC,Montfort-sur-Meu
2867,RENNES - C.C. Alma,Rennes
3187,BRUZ - CDV Parc Expo,Bruz
2001,COMBOURG - Espace Malouas,Combourg
